timestamp_ms,open,high,low,close,volume
1700004260000,98.000438649885,98.000438649885,98.000438649885,98.000438649885,1.0
1700004320000,98.0076707823283,98.0076707823283,98.0076707823283,98.0076707823283,1.0
1700004380000,98.0237544322262,98.0237544322262,98.0237544322262,98.0237544322262,1.0
1700004440000,98.0486181431613,98.0486181431613,98.0486181431613,98.0486181431613,1.0
1700004500000,98.0821514506737,98.0821514506737,98.0821514506737,98.0821514506737,1.0
1700004560000,98.1242053730318,98.1242053730318,98.1242053730318,98.1242053730318,1.0
1700004620000,98.1745930731282,98.1745930731282,98.1745930731282,98.1745930731282,1.0
1700004680000,98.2330906885597,98.2330906885597,98.2330906885597,98.2330906885597,1.0
1700004740000,98.2994383262024,98.2994383262024,98.2994383262024,98.2994383262024,1.0
1700004800000,98.3733412168648,98.3733412168648,98.3733412168648,98.3733412168648,1.0
1700004860000,98.454471024888,98.454471024888,98.454471024888,98.454471024888,1.0
1700004920000,98.5424673068746,98.5424673068746,98.5424673068746,98.5424673068746,1.0
1700004980000,98.6369391130664,98.6369391130664,98.6369391130664,98.6369391130664,1.0
1700005040000,98.7374667242554,98.7374667242554,98.7374667242554,98.7374667242554,1.0
1700005100000,98.8436035165114,98.8436035165114,98.8436035165114,98.8436035165114,1.0
1700005160000,98.9548779454427,98.9548779454427,98.9548779454427,98.9548779454427,1.0
1700005220000,99.0707956411725,99.0707956411725,99.0707956411725,99.0707956411725,1.0
1700005280000,99.1908416047247,99.1908416047247,99.1908416047247,99.1908416047247,1.0
1700005340000,99.3144824960608,99.3144824960608,99.3144824960608,99.3144824960608,1.0
1700005400000,99.4411690036021,99.4411690036021,99.4411690036021,99.4411690036021,1.0
1700005460000,99.5703382847107,99.5703382847107,99.5703382847107,99.5703382847107,1.0
1700005520000,99.7014164662854,99.7014164662854,99.7014164662854,99.7014164662854,1.0
1700005580000,99.833821194365,99.833821194365,99.833821194365,99.833821194365,1.0
1700005640000,99.9669642214093,99.9669642214093,99.9669642214093,99.9669642214093,1.0
1700005700000,100.100254019764,100.100254019764,100.100254019764,100.100254019764,1.0
1700005760000,100.233098409701,100.233098409701,100.233098409701,100.233098409701,1.0
1700005820000,100.36490719035,100.36490719035,100.36490719035,100.36490719035,1.0
1700005880000,100.495094761845,100.495094761845,100.495094761845,100.495094761845,1.0
1700005940000,100.623082727027,100.623082727027,100.623082727027,100.623082727027,1.0
1700006000000,100.748302461142,100.748302461142,100.748302461142,100.748302461142,1.0
1700006060000,100.870197638133,100.870197638133,100.870197638133,100.870197638133,1.0
1700006120000,100.988226702277,100.988226702277,100.988226702277,100.988226702277,1.0
1700006180000,101.101865274214,101.101865274214,101.101865274214,101.101865274214,1.0
1700006240000,101.210608480656,101.210608480656,101.210608480656,101.210608480656,1.0
1700006300000,101.313973197438,101.313973197438,101.313973197438,101.313973197438,1.0
1700006360000,101.41150019594,101.41150019594,101.41150019594,101.41150019594,1.0
1700006420000,101.502756183351,101.502756183351,101.502756183351,101.502756183351,1.0
1700006480000,101.587335727698,101.587335727698,101.587335727698,101.587335727698,1.0
1700006540000,101.6648630591,101.6648630591,101.6648630591,101.6648630591,1.0
1700006600000,101.734993739238,101.734993739238,101.734993739238,101.734993739238,1.0
1700006660000,101.797416191623,101.797416191623,101.797416191623,101.797416191623,1.0
1700006720000,101.851853085873,101.851853085873,101.851853085873,101.851853085873,1.0
1700006780000,101.89806256983,101.89806256983,101.89806256983,101.89806256983,1.0
1700006840000,101.935839344063,101.935839344063,101.935839344063,101.935839344063,1.0
1700006900000,101.965015573973,101.965015573973,101.965015573973,101.965015573973,1.0
1700006960000,101.985461635446,101.985461635446,101.985461635446,101.985461635446,1.0
1700007020000,101.997086690749,101.997086690749,101.997086690749,101.997086690749,1.0
1700007080000,101.999839092103,101.999839092103,101.999839092103,101.999839092103,1.0
1700007140000,101.993706611143,101.993706611143,101.993706611143,101.993706611143,1.0
1700007200000,101.978716493247,101.978716493247,101.978716493247,101.978716493247,1.0
1700007260000,101.954935336489,101.954935336489,101.954935336489,101.954935336489,1.0
1700007320000,101.922468795759,101.922468795759,101.922468795759,101.922468795759,1.0
1700007380000,101.88146111336,101.88146111336,101.88146111336,101.88146111336,1.0
1700007440000,101.832094478164,101.832094478164,101.832094478164,101.832094478164,1.0
1700007500000,101.774588216189,101.774588216189,101.774588216189,101.774588216189,1.0
1700007560000,101.709197816177,101.709197816177,101.709197816177,101.709197816177,1.0
1700007620000,101.636213794503,101.636213794503,101.636213794503,101.636213794503,1.0
1700007680000,101.555960404477,101.555960404477,101.555960404477,101.555960404477,1.0
1700007740000,101.468794195748,101.468794195748,101.468794195748,101.468794195748,1.0
